sku_id,category,name,mrp,discountPercent,availableQuantity,discountedSellingPrice,weightInGms,outOfStock,quantity
1,Fruits & Vegetables,Onion,25.0,16.0,3,21.0,1000,FALSE,1
2,Fruits & Vegetables,Tomato Hybrid,42.0,16.0,3,35.0,1000,FALSE,1
3,Fruits & Vegetables,Tender Coconut,51.0,15.0,3,43.0,58,FALSE,1
4,Fruits & Vegetables,Coriander Leaves,20.0,15.0,3,17.0,100,FALSE,100
5,Fruits & Vegetables,Ladies Finger ,14.0,14.0,3,12.0,250,FALSE,250
6,Fruits & Vegetables,Potato,35.0,17.0,3,29.0,1000,FALSE,1
7,Fruits & Vegetables,Lemon,75.0,16.0,3,63.0,200,FALSE,200
8,Fruits & Vegetables,Watermelon ,58.0,15.0,3,49.0,58,FALSE,1
9,Fruits & Vegetables,Capsicum Green ,23.0,17.0,3,19.0,250,FALSE,250
10,Fruits & Vegetables,Chilli Green ,19.0,15.0,3,16.0,100,FALSE,100
11,Fruits & Vegetables,Banana Robusta,29.0,17.0,3,24.0,348,FALSE,6
12,Fruits & Vegetables,Garlic Indian ,11.0,18.0,3,9.0,100,FALSE,100
13,Fruits & Vegetables,Cauliflower,26.0,15.0,3,22.0,58,FALSE,1
14,Fruits & Vegetables,Ginger,14.0,14.0,3,12.0,200,FALSE,200
15,Fruits & Vegetables,Spinach,19.0,15.0,3,16.0,250,FALSE,250
16,Fruits & Vegetables,Muskmelon,42.0,16.0,3,35.0,58,FALSE,1
17,Fruits & Vegetables,Cabbage ,15.0,13.0,3,13.0,58,FALSE,1
18,Fruits & Vegetables,Methi,30.0,16.0,3,25.0,250,FALSE,250
19,Fruits & Vegetables,Broccoli,36.0,16.0,3,30.0,500,FALSE,500
20,Fruits & Vegetables,Sapota,30.0,16.0,3,25.0,348,FALSE,6
21,Fruits & Vegetables,Onion,68.0,16.0,3,57.0,3000,FALSE,3
22,Fruits & Vegetables,Potato,100.0,16.0,3,84.0,3000,FALSE,3
23,Fruits & Vegetables,Orange Nagpur,82.0,15.0,3,69.0,232,FALSE,4
24,Fruits & Vegetables,Mint Leaves ,11.0,18.0,3,9.0,100,FALSE,100
25,Fruits & Vegetables,Beans French,33.0,15.0,3,28.0,250,FALSE,250
26,Fruits & Vegetables,Bottle Gourd ,26.0,15.0,3,22.0,58,FALSE,1
27,Fruits & Vegetables,Banana Elaichi ,58.0,15.0,3,49.0,348,FALSE,6
28,Fruits & Vegetables,Coconut Big,36.0,16.0,3,30.0,58,FALSE,1
29,Fruits & Vegetables,Curry Leaves,13.0,15.0,3,11.0,50,FALSE,50
30,Fruits & Vegetables,Brinjal Bharta,19.0,15.0,3,16.0,58,FALSE,1
31,Fruits & Vegetables,Lettuce Iceberg,25.0,16.0,3,21.0,250,FALSE,250
32,Fruits & Vegetables,Papaya,54.0,16.0,3,45.0,58,FALSE,1
33,Fruits & Vegetables,Apple Shimla,142.0,16.0,3,119.0,232,FALSE,4
34,Fruits & Vegetables,Bitter Gourd,18.0,16.0,3,15.0,250,FALSE,250
35,Fruits & Vegetables,Brinjal Small,18.0,16.0,3,15.0,250,FALSE,250
36,Fruits & Vegetables,Sweet Corn,36.0,16.0,3,30.0,116,FALSE,2
37,Fruits & Vegetables,Spring Onion ,18.0,16.0,3,15.0,250,FALSE,250
38,Fruits & Vegetables,Bell Peppers Red & Yellow ,118.0,16.0,3,99.0,116,FALSE,2
39,Fruits & Vegetables,Pomegranate ,106.0,16.0,3,89.0,116,FALSE,2
40,Fruits & Vegetables,Sweet Lime,30.0,16.0,3,25.0,116,FALSE,2
41,Fruits & Vegetables,Baby Potato,19.0,15.0,3,16.0,500,FALSE,500
42,Fruits & Vegetables,Coccinia,32.0,15.0,3,27.0,250,FALSE,250
43,Fruits & Vegetables,Guava,54.0,16.0,3,45.0,232,FALSE,4
44,Fruits & Vegetables,Apple Washington,177.0,15.0,3,149.0,232,FALSE,4
45,Fruits & Vegetables,Amla,32.0,15.0,3,27.0,250,FALSE,250
46,Fruits & Vegetables,Beans Cluster,30.0,16.0,3,25.0,250,FALSE,250
47,Fruits & Vegetables,Apple Royal Gala,189.0,15.0,3,159.0,232,FALSE,4
48,Fruits & Vegetables,Chilli Bhaji,30.0,16.0,3,25.0,250,FALSE,250
49,Fruits & Vegetables,Lettuce Green,23.0,17.0,3,19.0,100,FALSE,100
50,Fruits & Vegetables,Baby Corn Peeled,35.0,17.0,3,29.0,250,FALSE,250
51,Fruits & Vegetables,Mixed Sprouts,35.0,17.0,3,29.0,200,FALSE,200
52,Fruits & Vegetables,Zucchini Green,35.0,17.0,3,29.0,250,FALSE,250
53,Fruits & Vegetables,Beans Broad,42.0,16.0,3,35.0,250,FALSE,250
54,Fruits & Vegetables,Raw Banana,20.0,15.0,6,17.0,500,FALSE,500
55,Fruits & Vegetables,Colocasia ,29.0,17.0,6,24.0,500,FALSE,500
56,Fruits & Vegetables,Tomato Cherry ,35.0,17.0,3,29.0,200,FALSE,200
57,Fruits & Vegetables,Sweet Potato ,38.0,15.0,3,32.0,500,FALSE,500
58,Fruits & Vegetables,Pineapple Slice,89.0,15.0,3,75.0,200,FALSE,200
59,Fruits & Vegetables,Orange,54.0,16.0,3,45.0,116,FALSE,2
60,Fruits & Vegetables,Dragon Fruit Imported,70.0,15.0,3,59.0,58,FALSE,1
61,Fruits & Vegetables,Zucchini Yellow,42.0,16.0,3,35.0,250,FALSE,500
62,Fruits & Vegetables,Apple Kinnaur,142.0,16.0,6,119.0,232,FALSE,4
63,Fruits & Vegetables,Pineapple,94.0,15.0,3,79.0,58,FALSE,1
64,Fruits & Vegetables,Basil,20.0,15.0,3,17.0,100,FALSE,100
65,Fruits & Vegetables,Parsley,17.0,17.0,3,14.0,100,FALSE,100
66,Fruits & Vegetables,Ridge Gourd,30.0,16.0,3,25.0,500,FALSE,500
67,Fruits & Vegetables,Papaya Cut,46.0,15.0,3,39.0,200,FALSE,200
68,Fruits & Vegetables,Pomegranate Peeled,58.0,15.0,2,49.0,100,FALSE,100
69,Fruits & Vegetables,Pear Green Imported,82.0,15.0,3,69.0,116,FALSE,2
70,Fruits & Vegetables,Guava Thai,70.0,15.0,3,59.0,116,FALSE,2
71,Fruits & Vegetables,Lettuce Red,20.0,15.0,3,17.0,100,FALSE,100
72,Fruits & Vegetables,Mango Raw,60.0,16.0,3,50.0,500,FALSE,500
73,Fruits & Vegetables,Biryani /Pulav Mix,58.0,15.0,3,49.0,250,FALSE,250
74,Fruits & Vegetables,Banana Nendran,54.0,16.0,6,45.0,500,FALSE,500
75,Fruits & Vegetables,Pumpkin Cut,30.0,16.0,3,25.0,200,FALSE,200
76,Fruits & Vegetables,Banana Red,54.0,16.0,6,45.0,500,FALSE,500
77,Fruits & Vegetables,Radish White,23.0,17.0,6,19.0,500,FALSE,500
78,Fruits & Vegetables,Avocado Indian Premium,177.0,15.0,3,149.0,58,FALSE,1
79,Fruits & Vegetables,Banana Leaf,12.0,16.0,2,10.0,58,FALSE,1
80,Fruits & Vegetables,Sponge Gourd,25.0,16.0,2,21.0,300,FALSE,300
81,Fruits & Vegetables,Zama Organics Carrot,20.0,15.0,3,17.0,250,FALSE,250
82,Fruits & Vegetables,Safal Frozen - Mixed Vegetables,110.0,4.0,2,105.0,1000,FALSE,1
83,Fruits & Vegetables,Zama Organics Sweet Potato,37.0,16.0,3,31.0,250,FALSE,250
84,Fruits & Vegetables,Beetroot,16.0,18.0,3,13.0,500,FALSE,500
85,Fruits & Vegetables,Capsicum,26.0,19.0,3,21.0,500,FALSE,500
86,Fruits & Vegetables,Carrot,19.0,21.0,3,15.0,500,FALSE,500
87,Fruits & Vegetables,Garlic,17.0,23.0,3,13.0,200,FALSE,200
88,Fruits & Vegetables,Carrot,13.0,15.0,0,11.0,250,TRUE,200
89,Fruits & Vegetables,Beetroot,11.0,18.0,0,9.0,250,TRUE,250
90,Fruits & Vegetables,Moong Sprouts,35.0,17.0,0,29.0,200,TRUE,200
91,Fruits & Vegetables,Safal Frozen Mixed Vegetables,60.0,5.0,0,57.0,500,TRUE,500
92,Fruits & Vegetables,Safal Frozen Corn,41.0,4.0,0,39.0,200,TRUE,200
93,Fruits & Vegetables,Safal Frozen - Sweet Corn,160.0,5.0,0,152.0,1000,TRUE,1
94,Cooking Essentials,Maggi 2 Minute Masala Noodles,12.0,0.0,6,12.0,70,FALSE,70
95,Cooking Essentials,iD Idli & Dosa Batter ,80.0,15.0,6,68.0,1000,FALSE,1
96,Cooking Essentials,Tata Salt,24.0,0.0,6,24.0,1000,FALSE,1
97,Cooking Essentials,Arden Eggs White,97.0,0.0,4,97.0,696,FALSE,12
98,Cooking Essentials,Arden Eggs White,65.0,15.0,4,55.0,348,FALSE,6
99,Cooking Essentials,Fortune Sunlite Refined Sunflower (Pouch),230.0,4.0,6,219.0,1000,FALSE,1
100,Cooking Essentials,Aashirvaad Superior MP Atta,250.0,2.0,6,245.0,5000,FALSE,5
101,Cooking Essentials,Amul Pure Ghee (Pouch),255.0,2.0,6,249.0,500,FALSE,500
102,Cooking Essentials,Arden Eggs Brown,85.0,7.0,4,79.0,348,FALSE,6
103,Cooking Essentials,Tata Salt Lite,40.0,10.0,6,36.0,1000,FALSE,1
104,Cooking Essentials,Saffola Gold Oil (Pouch),215.0,0.0,6,215.0,1000,FALSE,1
105,Cooking Essentials,Fortune Sunlite Refined Sunflower (Jar),925.0,0.0,6,925.0,5000,FALSE,5
106,Cooking Essentials,Fortune Rice Bran (Pouch),225.0,11.0,6,199.0,1000,FALSE,1
107,Cooking Essentials,Saffola Active Oil,210.0,0.0,6,210.0,1000,FALSE,1
108,Cooking Essentials,Amul Pure Ghee (Pouch),505.0,1.0,2,499.0,1000,FALSE,1
109,Cooking Essentials,Aashirvaad Atta,460.0,13.0,6,399.0,10000,FALSE,10
110,Cooking Essentials,Popular Essentials Toor Dal (Un-Polished),160.0,6.0,4,149.0,1000,FALSE,1
111,Cooking Essentials,Amul Ghee (Tin),520.0,2.0,6,509.0,1000,FALSE,1
112,Cooking Essentials,Amul Fresh Cream,197.0,3.0,3,191.0,1000,FALSE,1
113,Cooking Essentials,Popular Essentials Pure Jaggery,50.0,2.0,6,49.0,450,FALSE,450
114,Cooking Essentials,Aashirvaad Multigrain Atta,64.0,3.0,2,62.0,1000,FALSE,1
115,Cooking Essentials,Fortune Soyabean Oil,1005.0,0.0,6,999.0,5000,FALSE,5
116,Cooking Essentials,Popular Essentials Sunflower Seeds,25.0,0.0,6,25.0,50,FALSE,50
117,Cooking Essentials,Tata Sampann kabuli chana,185.0,1.0,4,183.0,1000,FALSE,500
118,Cooking Essentials,Dhara Groundnut Oil (Pouch),230.0,11.0,6,203.0,1000,FALSE,1
119,Cooking Essentials,Dhara Health Refined Sun Flower Oil Jar,1200.0,18.0,6,984.0,5000,FALSE,5
120,Cooking Essentials,24 Mantra Organic Jaggery Powder,80.0,15.0,6,68.0,500,FALSE,500
121,Cooking Essentials,Tata Sampann High Protien Kabuli Chana,94.0,0.0,1,94.0,500,FALSE,500
122,Cooking Essentials,Dhara Kachi Ghani Mustard Oil Jar,1250.0,8.0,6,1143.0,5000,FALSE,5
123,Cooking Essentials,D'lecta Dairy Cream,54.0,5.0,6,51.0,200,FALSE,200
124,Cooking Essentials,Ching's Secret Instant Hot Garlic Noodles,15.0,0.0,3,15.0,60,FALSE,60
125,Cooking Essentials,Dabur Ginger Garlic Paste,25.0,8.0,3,23.0,100,FALSE,100
126,Cooking Essentials,Ching's Secret Instant Schezwan Noodles,15.0,0.0,6,15.0,60,FALSE,60
127,Cooking Essentials,Gowardhan Ghee/Tuppa Jar,315.0,1.0,6,309.0,500,FALSE,500
128,Cooking Essentials,Tata Sampann Unpolished Moong Dal ,92.0,4.0,4,88.0,500,FALSE,500
129,Cooking Essentials,Aashirvaad Select Atta,64.0,0.0,6,64.0,1000,FALSE,1
130,Cooking Essentials,Popular Essentials Misri Dana (Diamond Sugar) ,15.0,0.0,4,15.0,100,FALSE,100
131,Cooking Essentials,Gowardhan Ghee Jar,598.0,3.0,6,579.0,1000,FALSE,1
132,Cooking Essentials,Top Ramen  Noodles Curry Veg Pouch,20.0,0.0,1,20.0,70,FALSE,70
133,Cooking Essentials,Popular Essentials Refined Sugar,60.0,0.0,6,60.0,1000,FALSE,1
134,Cooking Essentials,Fortune Kachi Ghani Mustard Oil Bottle,216.0,7.0,6,199.0,1000,FALSE,1
135,Cooking Essentials,Saffola Veggie Twist Masala Oats,15.0,0.0,6,15.0,38,FALSE,38
136,Cooking Essentials,Satyam Puffed Rice Kurmura (R),23.0,0.0,6,23.0,200,FALSE,200
137,Cooking Essentials,Quaker Oats,79.0,0.0,2,79.0,400,FALSE,400
138,Cooking Essentials,Aashirvaad Select Sharbati Atta,315.0,10.0,6,283.0,5000,FALSE,5
139,Cooking Essentials,Popular Essentials Refined Sugar,295.0,10.0,6,265.0,5000,FALSE,5
140,Cooking Essentials,Gowardhan Cow Ghee Pouch,579.0,10.0,6,521.0,1000,FALSE,1
141,Cooking Essentials,Dhara Nourish Refined Sunflower Oil Pouch,210.0,5.0,6,199.0,1000,FALSE,1
142,Cooking Essentials,Parachute Oil ,40.0,7.0,3,37.0,100,FALSE,100
143,Cooking Essentials,Popular Essentials Plain Puffed Rice (Murmura/Muri),18.0,0.0,6,18.0,100,FALSE,100
144,Cooking Essentials,Amul Mithai Mate Condensed Sweetened Milk,56.0,3.0,4,54.0,200,FALSE,200
145,Cooking Essentials,Saffola Gold (Jar),1240.0,0.0,6,1240.0,5000,FALSE,5
146,Cooking Essentials,McCain New Mini Samosa with Cheese Pizza Style Filling,120.0,1.0,3,118.0,240,FALSE,240
147,Cooking Essentials,Fortune Rice Bran Health Oil (Jar),1050.0,1.0,6,1039.0,5000,FALSE,5
148,Cooking Essentials,Arden Desi Eggs,110.0,13.0,4,95.0,348,FALSE,6
149,Cooking Essentials,Fortune Rozana Basmati Rice,585.0,21.0,6,462.0,5000,FALSE,5
150,Cooking Essentials,Fortune Biriyani Special Basmati Rice,175.0,0.0,5,175.0,1000,FALSE,1
151,Cooking Essentials,Everest Garam Masala,78.0,7.0,5,72.0,100,FALSE,100
152,Cooking Essentials,Popular Essentials Pumpkin Seeds,90.0,16.0,6,75.0,100,FALSE,100
153,Cooking Essentials,Fortune Soya Health Refined Soybean Oil,210.0,1.0,2,206.0,1000,FALSE,1
154,Cooking Essentials,Gowardhan Pure Ghee Pouch,295.0,4.0,6,281.0,500,FALSE,500
155,Cooking Essentials,Popular Essentials Jeera/Cumin Seeds,40.0,5.0,3,38.0,100,FALSE,100
156,Cooking Essentials,Weikfield Baking Soda,30.0,3.0,6,29.0,100,FALSE,100
157,Cooking Essentials,Everest Pav Bhaji Masala,37.0,10.0,4,33.0,50,FALSE,50
158,Cooking Essentials,Tata Sampann Unpolished Chana Dal,95.0,6.0,2,89.0,1000,FALSE,500
159,Cooking Essentials,Amul Mithai Mate EOE Tin,112.0,2.0,6,109.0,400,FALSE,400
160,Cooking Essentials,Pillsbury Chakki Fresh Atta,450.0,16.0,6,375.0,10000,FALSE,10
161,Cooking Essentials,Everest Chicken Masala,39.0,2.0,1,38.0,50,FALSE,50
162,Cooking Essentials,Dhara Life Refined Ricebran Oil (Pouch),205.0,7.0,6,190.0,1000,FALSE,1
163,Cooking Essentials,Borges Extra Virgin Olive Oil,400.0,25.0,1,299.0,250,FALSE,250
164,Cooking Essentials,Everest Shahi Biryani Masala,70.0,14.0,6,60.0,50,FALSE,50
165,Cooking Essentials,Popular Essentials Californian Almond,350.0,28.0,6,251.0,250,FALSE,250
166,Cooking Essentials,Popular Essentials Ajwain Whole,25.0,0.0,4,25.0,50,FALSE,50
167,Cooking Essentials,Everest Tikhalal Chilli Powder,235.0,9.0,6,212.0,500,FALSE,500
168,Cooking Essentials,Popular Essentials Kabuli Chana Regular,85.0,9.0,6,77.0,500,FALSE,500
169,Cooking Essentials,Pillsbury Chakki Fresh Atta,52.0,0.0,4,52.0,1000,FALSE,1
170,Cooking Essentials,Popular Essentials Saunf/Fennel Seeds,45.0,2.0,6,44.0,100,FALSE,100
171,Cooking Essentials,Popular Essentials Bansi Sooji,35.0,2.0,3,34.0,500,FALSE,500
172,Cooking Essentials,Happilo Premium International Queen Kalmi Dates,245.0,29.0,6,172.0,200,FALSE,200
173,Cooking Essentials,Tata Sampann Unpolished Urad Whole,101.0,6.0,4,94.0,500,FALSE,500
174,Cooking Essentials,Popular Essentials Cashew Split,325.0,12.0,6,283.0,250,FALSE,250
175,Cooking Essentials,Popular Essentials Chana Dal (Un-Polished),60.0,10.0,6,54.0,500,FALSE,500
176,Cooking Essentials,Tata Sampann Unpolished Rajma (Chitra),134.0,6.0,6,125.0,500,FALSE,500
177,Cooking Essentials,Everest Garam Masala,42.0,2.0,2,41.0,50,FALSE,50
178,Cooking Essentials,Everest Kitchen King Masala,70.0,14.0,2,60.0,100,FALSE,100
179,Cooking Essentials,24 Mantra Organic Cumin,70.0,7.0,2,65.0,100,FALSE,100
180,Cooking Essentials,Nestle Milkmaid,132.0,3.0,6,128.0,400,FALSE,400
181,Cooking Essentials,Popular Essentials Sona Masouri Steam Rice,65.0,9.0,6,59.0,1000,FALSE,1
182,Cooking Essentials,24 Mantra Organic Tur Dal,260.0,20.0,6,208.0,1000,FALSE,1
183,Cooking Essentials,Gits Gulab Jamun Instant Dessert Mix,99.0,10.0,6,89.0,200,FALSE,200
184,Cooking Essentials,Popular Essentials Black Masoor Whole (Un-Polished),65.0,10.0,3,58.0,500,FALSE,500
185,Cooking Essentials,24 Mantra Organic Peanuts,135.0,7.0,1,125.0,500,FALSE,500
186,Cooking Essentials,Everest Hingraj Powder,90.0,10.0,2,81.0,50,FALSE,50
187,Cooking Essentials,Everest Black Pepper Powder,135.0,14.0,6,115.0,100,FALSE,100
188,Cooking Essentials,Tata Sampann Masoor Dal Stand,150.0,10.0,4,134.0,1000,FALSE,1
189,Cooking Essentials,24 Mantra Organic Besan,95.0,7.0,5,88.0,500,FALSE,500
190,Cooking Essentials,Quaker Oats,199.0,7.0,6,184.0,1000,FALSE,1
191,Cooking Essentials,Saffola Gold Refined Cooking Oil (Jar),485.0,7.0,6,449.0,2000,FALSE,2
192,Cooking Essentials,Nestle Everyday Dairy Whitener,210.0,0.0,4,210.0,400,FALSE,400
193,Cooking Essentials,24 Mantra Organic Red Poha,75.0,8.0,1,69.0,500,FALSE,500
194,Cooking Essentials,Everest Powder - Tea Masala,98.0,9.0,5,89.0,100,FALSE,100
195,Cooking Essentials,Tata Sampann Urad Dal Split,94.0,4.0,6,90.0,500,FALSE,500
196,Cooking Essentials,Popular Essentials Idli Sooji ,30.0,6.0,6,28.0,500,FALSE,500
197,Cooking Essentials,Popular Essentials Dessicated Coconut,95.0,9.0,6,86.0,200,FALSE,200
198,Cooking Essentials,Sunfeast Yippee! Mood Masala Noodles,60.0,28.0,3,43.0,260,FALSE,260
199,Cooking Essentials,Chef's Basket Durum Wheat Elbow Pasta,160.0,50.0,6,80.0,500,FALSE,500
200,Cooking Essentials,MTR Breakfast Khatta Meetha Poha Mix,25.0,20.0,6,20.0,60,FALSE,60
201,Cooking Essentials,Satyam Khobra,113.0,10.0,5,101.0,200,FALSE,200
202,Cooking Essentials,Betty Crocker Complete Pancake Mix Original,110.0,4.0,6,105.0,250,FALSE,500
203,Cooking Essentials,Borges Durum Wheat Fusilli Pasta ,250.0,0.0,3,250.0,500,FALSE,500
204,Cooking Essentials,24 Mantra Organic Green Moong Dal - Split,135.0,0.0,2,135.0,500,FALSE,500
205,Cooking Essentials,Weikfield Vanilla Flavoured Custard Powder,37.0,0.0,6,37.0,100,FALSE,100
206,Cooking Essentials,Tata Sampann Moong Dal Split,180.0,1.0,5,178.0,1000,FALSE,200
207,Cooking Essentials,Tata Sampann Kala Chana,64.0,0.0,5,64.0,500,FALSE,500
208,Cooking Essentials,Saffola Soya Chunks Mealmaker,50.0,0.0,2,50.0,200,FALSE,200
209,Cooking Essentials,24 Mantra Bura Sugar (Demerara),80.0,10.0,6,72.0,500,FALSE,500
210,Cooking Essentials,Popular Essentials Green Cardamom (Elaichi),200.0,1.0,6,198.0,50,FALSE,50
211,Cooking Essentials,Hershey's Syrup Delicious Strawberry,95.0,0.0,1,95.0,200,FALSE,200
212,Cooking Essentials,Popular Essentials Anjeer,190.0,11.0,4,169.0,100,FALSE,100
213,Cooking Essentials,Popular Essentials Mustard Seeds Rai Small,20.0,0.0,2,20.0,100,FALSE,100
214,Cooking Essentials,Weikfield Baking Powder,33.0,3.0,6,32.0,100,FALSE,100
215,Cooking Essentials,Dabur Honey Squeezy,185.0,9.0,6,167.0,225,FALSE,225
216,Cooking Essentials,Tata Sampann High Protein Kali Urad,91.0,14.0,6,78.0,500,FALSE,500
217,Cooking Essentials,Everest Kitchen King Masala,37.0,2.0,6,36.0,50,FALSE,50
218,Cooking Essentials,Chef's Basket Durum Wheat Fusilli Pasta,160.0,50.0,6,80.0,500,FALSE,500
219,Cooking Essentials,TilSona Til Oil,180.0,10.0,2,162.0,500,FALSE,500
220,Cooking Essentials,Top Ramen Chicken Noodles,60.0,10.0,1,54.0,280,FALSE,280
221,Cooking Essentials,Everest Chaat Masala,35.0,2.0,1,34.0,50,FALSE,50
222,Cooking Essentials,Keya Wonder Red Hot Chilli Flakes,89.0,10.0,2,80.0,40,FALSE,40
223,Cooking Essentials,Popular Essentials White Peas (Un-Polished),80.0,10.0,5,72.0,500,FALSE,500
224,Cooking Essentials,Chingâ€™s Secret Chowmein Hakka Noodles Masala ,44.0,0.0,2,44.0,60,FALSE,60
225,Cooking Essentials,Dhara Filtered Groundnut Oil (Jar),1050.0,1.0,6,1035.0,5000,FALSE,5
226,Cooking Essentials,Pillsbury Choco Chip Pancake Mix,99.0,5.0,6,94.0,165,FALSE,165
227,Cooking Essentials,Hershey's Caramel Syrup,230.0,0.0,1,230.0,623,FALSE,623
228,Cooking Essentials,Pillsbury Multi Grain Atta,60.0,6.0,3,56.0,1000,FALSE,1
229,Cooking Essentials,McCain New Mini Samosa with Cheese Corn Style Filling,120.0,1.0,2,118.0,240,FALSE,240
230,Cooking Essentials,Satyam Puffed Rice Kurmura (A),43.0,0.0,6,43.0,200,FALSE,200
231,Cooking Essentials,MTR 3 Min Poha,25.0,0.0,6,25.0,60,FALSE,60
232,Cooking Essentials,Ching's Manchurian Instant Noodles,15.0,0.0,5,15.0,60,FALSE,60
233,Cooking Essentials,Everest Pav Bhaji Masala,70.0,0.0,2,70.0,100,FALSE,100
234,Cooking Essentials,Hershey's Chocolate Flavour Syrup,220.0,6.0,6,205.0,623,FALSE,680
235,Cooking Essentials,Popular Essentials Dhania (Coriander Seeds),55.0,16.0,4,46.0,200,FALSE,200
236,Cooking Essentials,24 Mantra Red Chilly Whole,70.0,7.0,1,65.0,100,FALSE,100
237,Cooking Essentials,Dabur Honey - World's No.1,120.0,0.0,6,120.0,250,FALSE,250
238,Cooking Essentials,24 Mantra Organic Puffed Rice,40.0,2.0,6,39.0,200,FALSE,200
239,Cooking Essentials,24 Mantra Organic Wheat Daliya ,48.0,2.0,2,47.0,500,FALSE,500
240,Cooking Essentials,24 Mantra Organic Ragi Flour,65.0,20.0,4,52.0,500,FALSE,500
241,Cooking Essentials,Popular Essentials Cinnamon Whole (Dalchini),35.0,5.0,6,33.0,25,FALSE,25
242,Cooking Essentials,Sundrop Super Lite Advanced - Sunflower Oil,215.0,0.0,4,215.0,1000,FALSE,1
243,Cooking Essentials,Pillsbury Atta/Godihittu - Chakki Fresh,102.0,7.0,4,94.0,2000,FALSE,2
244,Cooking Essentials,Popular Essentials Green Moong Chilka/Chilka (Un-Polished),85.0,7.0,5,79.0,500,FALSE,500
245,Cooking Essentials,Popular Essentials HMT Kolam Steam,75.0,0.0,3,75.0,1000,FALSE,1
246,Cooking Essentials,Popular Essentials Black Urad Split,80.0,10.0,4,72.0,500,FALSE,500
247,Cooking Essentials,Keya Oregano,109.0,10.0,5,98.0,9,FALSE,9
248,Cooking Essentials,Popular Essentials Pink Rajma,100.0,10.0,6,90.0,500,FALSE,500
249,Cooking Essentials,Everest Chicken Masala,74.0,2.0,6,72.0,100,FALSE,100
250,Cooking Essentials,Popular Essentials HMT Kolam Steam,370.0,10.0,6,333.0,5000,FALSE,5
251,Cooking Essentials,Everest Shahi Paneer Masala,42.0,4.0,5,40.0,50,FALSE,50
252,Cooking Essentials,Godrej Yummiez Chicken Nuggets,325.0,9.0,1,293.0,500,FALSE,500
253,Cooking Essentials,Flying Bird Vanilla Essence,35.0,2.0,6,34.0,20,FALSE,20
254,Cooking Essentials,Everest Sabji Masala,30.0,3.0,6,29.0,50,FALSE,50
255,Cooking Essentials,Popular Essentials Californian Almond,695.0,32.0,6,470.0,500,FALSE,500
256,Cooking Essentials,Cornitos Cornitos Taco Shells - 4 Inches,110.0,20.0,6,88.0,80,FALSE,80
257,Cooking Essentials,Everest Rajma Masala,33.0,3.0,5,32.0,50,FALSE,50
258,Cooking Essentials,Popular Essentials White Til,40.0,5.0,1,38.0,100,FALSE,100
259,Cooking Essentials,Amul Dark Compound Chocolate Slab,125.0,2.0,6,122.0,500,FALSE,500
260,Cooking Essentials,Mothers Recipe Papad Chana Masala,79.0,10.0,6,71.0,200,FALSE,200
261,Cooking Essentials,Ching's Schezwan Masala Instant Noodles,60.0,0.0,1,60.0,240,FALSE,240
262,Cooking Essentials,Amul Milk Compound Chocolate Slab,110.0,2.0,6,107.0,500,FALSE,500
263,Cooking Essentials,Eastern Chicken Masala,70.0,7.0,3,65.0,100,FALSE,100
264,Cooking Essentials,Popular Essentials Methi Seeds,25.0,0.0,5,25.0,100,FALSE,100
265,Cooking Essentials,Saffola Yummy Masala Noodles ,20.0,0.0,2,20.0,46,FALSE,46
266,Cooking Essentials,Cadbury Hot Chocolate,175.0,5.0,6,166.0,200,FALSE,200
267,Cooking Essentials,Ching's Chicken Chilli Masala,10.0,0.0,6,10.0,20,FALSE,20
268,Cooking Essentials,Dabur Keora water - Authentic flavour for Biryani's and Desserts,62.0,6.0,6,58.0,250,FALSE,250
269,Cooking Essentials,Popular Essentials Black Cardamom/Elaichi ,100.0,10.0,6,90.0,50,FALSE,50
270,Cooking Essentials,Popular Essentials Idli Rice,60.0,10.0,4,54.0,1000,FALSE,1
271,Cooking Essentials,Everest Chole Masala,33.0,3.0,1,32.0,50,FALSE,50
272,Cooking Essentials,Dabur Hommade Tamarind Paste,48.0,6.0,6,45.0,200,FALSE,200
273,Cooking Essentials,Popular Essentials Cooking Soda,30.0,10.0,6,27.0,200,FALSE,200
274,Cooking Essentials,RRO Primio Refined Groundnut Oil Pet Bottle,255.0,6.0,2,239.0,1000,FALSE,1
275,Cooking Essentials,Everest Pani Puri Masala,31.0,3.0,6,30.0,50,FALSE,50
276,Cooking Essentials,Nissin Cup Noodles Tangy Tomato,50.0,10.0,2,45.0,70,FALSE,70
277,Cooking Essentials,Ching's Veg Manchurian Masala,10.0,0.0,2,10.0,20,FALSE,20
278,Cooking Essentials,Ceres Foods Fish Mustard Instant Liquid Masala,220.0,50.0,6,110.0,200,FALSE,200
279,Cooking Essentials,Everest Garam Masala,158.0,10.0,6,142.0,200,FALSE,200
280,Cooking Essentials,24 Mantra Organic Jowar Flour,70.0,7.0,6,65.0,500,FALSE,500
281,Cooking Essentials,Maggi Coconut Milkpowder,100.0,0.0,6,100.0,100,FALSE,100
282,Cooking Essentials,On1y Pepper Grinder,159.0,9.0,1,144.0,50,FALSE,50
283,Cooking Essentials,Popular Essentials Rice Flour,60.0,0.0,3,60.0,1000,FALSE,1
284,Cooking Essentials,Sunfeast Yippee! Pasta Treat - Sour Cream Onion,28.0,10.0,1,25.0,65,FALSE,65
